symbol,session_date,primary_exchange,evidence_id,source_kind,source_name,data_class
ACO,2013-04-10,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-11,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-12,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-15,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-16,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-17,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-18,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-19,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-22,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-23,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-24,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-25,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-15,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-16,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-20,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-21,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-22,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-23,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-26,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-27,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-28,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-29,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-01-30,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-02,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-03,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-04,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-05,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-06,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-09,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-10,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-11,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-12,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-13,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-02-17,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ADI,2015-04-20,NASDAQ,listing-interval:ADI:2015H1,OFFICIAL_LISTING_HISTORY,SEC annual reports bracket Analog Devices Nasdaq Global Select Market listing interval; start=https://www.sec.gov/Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm; end=https://www.sec.gov/Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
