control_date,event_count,review_status,candidate_universe_source,candidate_universe_revision,candidate_universe_blob_sha,required_covariate_families,required_variable_anchors,blocking_reasons
2011-10-21,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2011-10-26,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2011-10-27,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2012-01-23,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2012-01-24,6,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2012-01-25,7,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2012-01-26,6,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2012-01-27,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2012-07-31,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-02-19,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-04-01,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-04-18,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-04-23,4,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-04-24,4,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-04-25,10,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-05-06,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-05-07,3,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-05-08,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-07-23,4,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-09-19,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-10-17,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-10-21,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2013-10-22,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2014-12-10,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2014-12-15,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-01-20,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-01-21,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-01-22,3,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-01-27,2,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-01-28,3,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-01-29,3,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-02,3,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-03,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
2015-02-04,1,BLOCKED_POINT_IN_TIME_COVARIATES,vgreg/hacked_earnings_jfe:Data/SampleFirms.csv,c23c7d79d067a79d70cf20e31b072d3703497eae,bbb68de172f7ab2104714513a72547f3dad3b86c,CRSP|IBES|TAQ|RAVENPACK|MARKIT|OPTIONMETRICS|THOMSON_REUTERS_13F,lnMCAP|Beta_SPY|invPRC|lnnumest|ln_Story_Count_Relevant|DCBS|IO,RETROSPECTIVE_SAMPLE_NOT_POINT_IN_TIME|POINT_IN_TIME_CONTROL_UNIVERSE_MISSING|PRE_EVENT_COVARIATES_NOT_PROVEN_COMPLETE
